event,time
server_recovery,13.124
server_recovery,0.158
server_recovery,15.069
server_recovery,13.585
server_recovery,15.464
server_recovery,10.66
server_recovery,14.002
server_recovery,14.212
server_recovery,12.005
server_recovery,14.594
server_recovery,12.63
server_recovery,12.645
